Manufacturer,Family,S-Spec number,Speed,Bus speed,L2 cache size,Package type,Part number,Alternative part number 1,Alternative part number 2,Alternative part number 3,Alternative part number 4,Alternative part number 5,Alternative part number 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5
Intel,Celeron,QT03,667MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX667128,,,,,,,http://www.cpu-world.com/sspec/QT/QT03.html,,,,
Intel,Celeron,QT04,700MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX700128,,,,,,,http://www.cpu-world.com/sspec/QT/QT04.html,,,,
Intel,Celeron,QUSE,2800MHz,800MHz,1024KiB,775-land FC-LGA,HH80557RG0721M,,,,,,,http://www.cpu-world.com/sspec/QU/QUSE.html,,,,
Intel,Celeron,QUW1,2200MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC049128,,,,,,,http://www.cpu-world.com/sspec/QU/QUW1.html,,,,
Intel,Celeron,QUW2,2200MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC049128,,,,,,,http://www.cpu-world.com/sspec/QU/QUW2.html,,,,
Intel,Celeron,QUW8,2200MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC049128,,,,,,,http://www.cpu-world.com/sspec/QU/QUW8.html,,,,
Intel,Celeron,QUW9,2000MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC041128,,,,,,,http://www.cpu-world.com/sspec/QU/QUW9.html,,,,
Intel,Celeron,QUX0,2000MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC041128,,,,,,,http://www.cpu-world.com/sspec/QU/QUX0.html,,,,
Intel,Celeron,QUY4,2100MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC045128,,,,,,,http://www.cpu-world.com/sspec/QU/QUY4.html,,,,
Intel,Celeron,QUY6,2100MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC045128,,,,,,,http://www.cpu-world.com/sspec/QU/QUY6.html,,,,
Intel,Celeron,QVW5,2400MHz,400MHz,128KiB,478-pin FC-PGA2,80532RC056128,,,,,,,http://www.cpu-world.com/sspec/QV/QVW5.html,,,,
Intel,Celeron,QWV8,2400MHz,400MHz,128KiB,478-pin FC-PGA2,80532RC056128,,,,,,,http://www.cpu-world.com/sspec/QW/QWV8.html,,,,
Intel,Celeron,QXZY,2400MHz,800MHz,512KiB,775-land FC-LGA,HH80557RG056512,,,,,,,http://www.cpu-world.com/sspec/QX/QXZY.html,,,,
Intel,Celeron,QYD0,2600MHz,400MHz,128KiB,478-pin FC-PGA2,RK80532RC064128,,,,,,,http://www.cpu-world.com/sspec/QY/QYD0.html,,,,
Intel,Celeron,QYF7,2800MHz,400MHz,128KiB,478-pin FC-PGA2,80532RC072128,,,,,,,http://www.cpu-world.com/sspec/QY/QYF7.html,,,,
Intel,Celeron,QZ43,533MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX533128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ43.html,,,,
Intel,Celeron,QZ44,566MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX566128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ44.html,,,,
Intel,Celeron,QZ45,600MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX600128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ45.html,,,,
Intel,Celeron,QZ46,633MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX633128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ46.html,,,,
Intel,Celeron,QZ47,667MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX667128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ47.html,,,,
Intel,Celeron,QZ48,700MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX700128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ48.html,,,,
Intel,Celeron,QZ49,733MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX733128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ49.html,,,,
Intel,Celeron,QZ50,766MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX766128,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ50.html,,,,
Intel,Celeron,SL27Z,300MHz,66MHz,0KiB,SEPP,BX80523R300000,,,,,,,http://www.cpu-world.com/sspec/SL/SL27Z.html,,,,
Intel,Celeron,SL2QG,266MHz,66MHz,0KiB,SEPP Rev. 1,BX80523R266000,,,,,,,http://www.cpu-world.com/sspec/SL/SL2QG.html,,,,
Intel,Celeron,SL2SY,266MHz,66MHz,0KiB,SEPP Rev. 1, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL2SY.html,,,,
Intel,Celeron,SL2TR,266MHz,66MHz,0KiB,SEPP Rev. 1, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL2TR.html,,,,
Intel,Celeron,SL2WM,300MHz,66MHz,128KiB,SEPP Rev. 1,80524RX300128,,,,,,,http://www.cpu-world.com/sspec/SL/SL2WM.html,,,,
Intel,Celeron,SL2WN,333MHz,66MHz,128KiB,SEPP Rev. 1,80524RX333128,,,,,,,http://www.cpu-world.com/sspec/SL/SL2WN.html,,,,
Intel,Celeron,SL2X8,300MHz,66MHz,0KiB,SEPP Rev. 1, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL2X8.html,,,,
Intel,Celeron,SL2Y2,300MHz,66MHz,0KiB,SEPP Rev. 1,BX80523R300000,,,,,,,http://www.cpu-world.com/sspec/SL/SL2Y2.html,,,,
Intel,Celeron,SL2Y3,266MHz,66MHz,0KiB,SEPP Rev. 1, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL2Y3.html,,,,
Intel,Celeron,SL2Y4,300MHz,66MHz,0KiB,SEPP Rev. 1, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL2Y4.html,,,,
Intel,Celeron,SL2YN,266MHz,66MHz,0KiB,SEPP Rev. 1,BX80523R266000,,,,,,,http://www.cpu-world.com/sspec/SL/SL2YN.html,,,,
Intel,Celeron,SL2YP,300MHz,66MHz,0KiB,SEPP Rev. 1, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL2YP.html,,,,
Intel,Celeron,SL2Z7,300MHz,66MHz,0KiB,SEPP Rev. 1,BX80523R300000,,,,,,,http://www.cpu-world.com/sspec/SL/SL2Z7.html,,,,
Intel,Celeron,SL32A,300MHz,66MHz,128KiB,SEPP Rev. 1,BX80524R300128,,,,,,,http://www.cpu-world.com/sspec/SL/SL32A.html,,,,
Intel,Celeron,SL32B,333MHz,66MHz,128KiB,SEPP Rev. 1,BX80524R333128,,,,,,,http://www.cpu-world.com/sspec/SL/SL32B.html,,,,
Intel,Celeron,SL35Q,300MHz,66MHz,128KiB,370-pin PPGA,BX80524P300128,,,,,,,http://www.cpu-world.com/sspec/SL/SL35Q.html,,,,
Intel,Celeron,SL35R,333MHz,66MHz,128KiB,370-pin PPGA,BX80524P333128,,,,,,,http://www.cpu-world.com/sspec/SL/SL35R.html,,,,
Intel,Celeron,SL35S,366MHz,66MHz,128KiB,370-pin PPGA,BX80524P366128,,,,,,,http://www.cpu-world.com/sspec/SL/SL35S.html,,,,
Intel,Celeron,SL36A,300MHz,66MHz,128KiB,370-pin PPGA,FV80524RX300128,,,,,,,http://www.cpu-world.com/sspec/SL/SL36A.html,,,,
Intel,Celeron,SL36B,333MHz,66MHz,128KiB,370-pin PPGA,FV80524RX333128,,,,,,,http://www.cpu-world.com/sspec/SL/SL36B.html,,,,
Intel,Celeron,SL36C,366MHz,66MHz,128KiB,370-pin PPGA,FV80524RX366128,,,,,,,http://www.cpu-world.com/sspec/SL/SL36C.html,,,,
Intel,Celeron,SL376,366MHz,66MHz,128KiB,SEPP Rev. 1,80524RX366128,,,,,,,http://www.cpu-world.com/sspec/SL/SL376.html,,,,
Intel,Celeron,SL37Q,366MHz,66MHz,128KiB,SEPP Rev. 1,BX80524R366128,,,,,,,http://www.cpu-world.com/sspec/SL/SL37Q.html,,,,
Intel,Celeron,SL37V,400MHz,66MHz,128KiB,SEPP Rev. 1,BX80524R400128,,,,,,,http://www.cpu-world.com/sspec/SL/SL37V.html,,,,
Intel,Celeron,SL37X,400MHz,66MHz,128KiB,370-pin PPGA,BX80524P400128,,,,,,,http://www.cpu-world.com/sspec/SL/SL37X.html,,,,
Intel,Celeron,SL39Z,400MHz,66MHz,128KiB,SEPP Rev. 1,80524RX400128,,,,,,,http://www.cpu-world.com/sspec/SL/SL39Z.html,,,,
Intel,Celeron,SL3A2,400MHz,66MHz,128KiB,370-pin PPGA,FV80524RX400128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3A2.html,,,,
Intel,Celeron,SL3BA,433MHz,66MHz,128KiB,370-pin PPGA,FV80524RX433128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3BA.html,,,,
Intel,Celeron,SL3BC,433MHz,66MHz,128KiB,SEPP Rev. 1,80524RX433128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3BC.html,,,,
Intel,Celeron,SL3BS,433MHz,66MHz,128KiB,370-pin PPGA,BX80524P433128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3BS.html,,,,
Intel,Celeron,SL3EH,466MHz,66MHz,128KiB,370-pin PPGA,FV80524RX466128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3EH.html,,,,
Intel,Celeron,SL3FL,466MHz,66MHz,128KiB,370-pin PPGA,BX80524P466128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3FL.html,,,,
Intel,Celeron,SL3FY,500MHz,66MHz,128KiB,370-pin PPGA,FV80524RX500128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3FY.html,,,,
Intel,Celeron,SL3FZ,533MHz,66MHz,128KiB,370-pin PPGA,FV80524RX533128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3FZ.html,,,,
Intel,Celeron,SL3KZ,500MHz,66MHz,128KiB,370-pin PPGA, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL3KZ.html,,,,
Intel,Celeron,SL3LQ,500MHz,66MHz,128KiB,370-pin PPGA,BX80524P500128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3LQ.html,,,,
Intel,Celeron,SL3PZ,533MHz,66MHz,128KiB,370-pin PPGA,BX80524P533128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3PZ.html,,,,
Intel,Celeron,SL3VS,633MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX633128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3VS.html,,,,
Intel,Celeron,SL3W6,533MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX533128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3W6.html,,,,
Intel,Celeron,SL3W7,566MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F566128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3W7.html,,,,
Intel,Celeron,SL3W8,600MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F600128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3W8.html,,,,
Intel,Celeron,SL3W9,633MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F633128,,,,,,,http://www.cpu-world.com/sspec/SL/SL3W9.html,,,,
Intel,Celeron,SL46R,500MHz,66MHz,128KiB,370-pin PPGA, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL46R.html,,,,
Intel,Celeron,SL46S,533MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX533128,,,,,,,http://www.cpu-world.com/sspec/SL/SL46S.html,,,,
Intel,Celeron,SL46T,566MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX566128,,,,,,,http://www.cpu-world.com/sspec/SL/SL46T.html,,,,
Intel,Celeron,SL46U,600MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX600128,,,,,,,http://www.cpu-world.com/sspec/SL/SL46U.html,,,,
Intel,Celeron,SL48E,667MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX667128,,,,,,,http://www.cpu-world.com/sspec/SL/SL48E.html,,,,
Intel,Celeron,SL48F,700MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX700128,,,,,,,http://www.cpu-world.com/sspec/SL/SL48F.html,,,,
Intel,Celeron,SL4AB,667MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F667128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4AB.html,,,,
Intel,Celeron,SL4E6,700MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F700128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4E6.html,,,,
Intel,Celeron,SL4EG,700MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F700128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4EG.html,,,,
Intel,Celeron,SL4NW,566MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F566128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4NW.html,,,,
Intel,Celeron,SL4NX,600MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F600128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4NX.html,,,,
Intel,Celeron,SL4NY,633MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F633128,B80526RX633128,,,,,,http://www.cpu-world.com/sspec/SL/SL4NY.html,,,,
Intel,Celeron,SL4NZ,667MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F667128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4NZ.html,,,,
Intel,Celeron,SL4P2,700MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F700128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4P2.html,,,,
Intel,Celeron,SL4P3,733MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F733128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4P3.html,,,,
Intel,Celeron,SL4P6,766MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX766128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4P6.html,,,,
Intel,Celeron,SL4P7,733MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX733128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4P7.html,,,,
Intel,Celeron,SL4P8,700MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F700128,RB80526RX700128,,,,,,http://www.cpu-world.com/sspec/SL/SL4P8.html,,,,
Intel,Celeron,SL4P9,667MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F667128,RB80526RX667128,,,,,,http://www.cpu-world.com/sspec/SL/SL4P9.html,,,,
Intel,Celeron,SL4PA,633MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F633128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4PA.html,,,,
Intel,Celeron,SL4PB,600MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F600128,RB80526RX600128,,,,,,http://www.cpu-world.com/sspec/SL/SL4PB.html,,,,
Intel,Celeron,SL4PC,566MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX566128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4PC.html,,,,
Intel,Celeron,SL4PD,533MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX533128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4PD.html,,,,
Intel,Celeron,SL4QF,766MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F766128,,,,,,,http://www.cpu-world.com/sspec/SL/SL4QF.html,,,,
Intel,Celeron,SL4TF,800MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F800128,RB80526RX800128,,,,,,http://www.cpu-world.com/sspec/SL/SL4TF.html,,,,
Intel,Celeron,SL52X,766MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F766128,,,,,,,http://www.cpu-world.com/sspec/SL/SL52X.html,,,,
Intel,Celeron,SL52Y,733MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX733128,BX80526F733128,,,,,,http://www.cpu-world.com/sspec/SL/SL52Y.html,,,,
Intel,Celeron,SL54P,800MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RX800128,,,,,,,http://www.cpu-world.com/sspec/SL/SL54P.html,,,,
Intel,Celeron,SL54Q,850MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F850128,RB80526RY850128,,,,,,http://www.cpu-world.com/sspec/SL/SL54Q.html,,,,
Intel,Celeron,SL55R,800MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F800128,,,,,,,http://www.cpu-world.com/sspec/SL/SL55R.html,,,,
Intel,Celeron,SL5E6,700MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F700128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5E6.html,,,,
Intel,Celeron,SL5E9,733MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F733128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5E9.html,,,,
Intel,Celeron,SL5EA,766MHz,66MHz,128KiB,370-pin FC-PGA,BX80526F766128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5EA.html,,,,
Intel,Celeron,SL5EB,800MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F800128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5EB.html,,,,
Intel,Celeron,SL5EC,850MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F850128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5EC.html,,,,
Intel,Celeron,SL5GA,850MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F850128,RB80526RY850128,,,,,,http://www.cpu-world.com/sspec/SL/SL5GA.html,,,,
Intel,Celeron,SL5GB,850MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F850128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5GB.html,,,,
Intel,Celeron,SL5L5,566MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX566128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5L5.html,,,,
Intel,Celeron,SL5LX,900MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F900128,RB80526RY900128,,,,,,http://www.cpu-world.com/sspec/SL/SL5LX.html,,,,
Intel,Celeron,SL5MQ,900MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F900128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5MQ.html,,,,
Intel,Celeron,SL5UZ,950MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F950128,BX80526F950128W,RB80526RY950128,,,,,http://www.cpu-world.com/sspec/SL/SL5UZ.html,,,,
Intel,Celeron,SL5V2,950MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F950128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5V2.html,,,,
Intel,Celeron,SL5VP,1000MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1000256,RK80530RY001256,RK80530RY00125E,,,,,http://www.cpu-world.com/sspec/SL/SL5VP.html,,,,
Intel,Celeron,SL5VQ,1100MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1100256,RK80530RY005256,,,,,,http://www.cpu-world.com/sspec/SL/SL5VQ.html,,,,
Intel,Celeron,SL5VR,1300MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1300256,RK80530RY013256,,,,,,http://www.cpu-world.com/sspec/SL/SL5VR.html,,,,
Intel,Celeron,SL5WA,900MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F900128,RB80526RY900128,,,,,,http://www.cpu-world.com/sspec/SL/SL5WA.html,,,,
Intel,Celeron,SL5WB,850MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F850128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5WB.html,,,,
Intel,Celeron,SL5WC,800MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F800128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5WC.html,,,,
Intel,Celeron,SL5WW,800MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F800128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5WW.html,,,,
Intel,Celeron,SL5WX,850MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F850128,80526RY850128,,,,,,http://www.cpu-world.com/sspec/SL/SL5WX.html,,,,
Intel,Celeron,SL5WY,900MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F900128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5WY.html,,,,
Intel,Celeron,SL5XQ,1000MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F1000128,RB80526RY001128,,,,,,http://www.cpu-world.com/sspec/SL/SL5XQ.html,,,,
Intel,Celeron,SL5XR,1100MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F1100128,,,,,,,http://www.cpu-world.com/sspec/SL/SL5XR.html,,,,
Intel,Celeron,SL5XS,1200MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1200256,RK80530RY009256,,,,,,http://www.cpu-world.com/sspec/SL/SL5XS.html,,,,
Intel,Celeron,SL5XT,1000MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F1000128,BX80526F1000B,RB80526RY001128,,,,,http://www.cpu-world.com/sspec/SL/SL5XT.html,,,,
Intel,Celeron,SL5XU,1100MHz,100MHz,128KiB,370-pin FC-PGA,BX80526F1100128,BX80526F1100B,RB80526RY005128,,,,,http://www.cpu-world.com/sspec/SL/SL5XU.html,,,,
Intel,Celeron,SL5Y5,1200MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1200256,,,,,,,http://www.cpu-world.com/sspec/SL/SL5Y5.html,,,,
Intel,Celeron,SL5ZE,1100MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1100256,,,,,,,http://www.cpu-world.com/sspec/SL/SL5ZE.html,,,,
Intel,Celeron,SL5ZF,1000MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1000256,,,,,,,http://www.cpu-world.com/sspec/SL/SL5ZF.html,,,,
Intel,Celeron,SL5ZJ,1300MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1300256,,,,,,,http://www.cpu-world.com/sspec/SL/SL5ZJ.html,,,,
Intel,Celeron,SL633,900MHz,100MHz,128KiB,370-pin FC-PGA2,BX80526F900128,,,,,,,http://www.cpu-world.com/sspec/SL/SL633.html,,,,
Intel,Celeron,SL634,950MHz,100MHz,128KiB,370-pin FC-PGA2,BX80526F950128,,,,,,,http://www.cpu-world.com/sspec/SL/SL634.html,,,,
Intel,Celeron,SL635,1000MHz,100MHz,128KiB,370-pin FC-PGA2,BX80526F1000128,,,,,,,http://www.cpu-world.com/sspec/SL/SL635.html,,,,
Intel,Celeron,SL64V,1400MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1400256,RK80530RY017256,RK80530RY01725E,,,,,http://www.cpu-world.com/sspec/SL/SL64V.html,,,,
Intel,Celeron,SL656,1200MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY009256,RK80530RY00925E,,,,,,http://www.cpu-world.com/sspec/SL/SL656.html,,,,
Intel,Celeron,SL680,1700MHz,400MHz,128KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/SL/SL680.html,,,,
Intel,Celeron,SL68C,1700MHz,400MHz,128KiB,478-pin FC-PGA2,BX80531P170G128,RK80531RC029128,,,,,,http://www.cpu-world.com/sspec/SL/SL68C.html,,,,
Intel,Celeron,SL68D,1800MHz,400MHz,128KiB,478-pin FC-PGA2,BX80531P180G128,RK80531RC033128,,,,,,http://www.cpu-world.com/sspec/SL/SL68D.html,,,,
Intel,Celeron,SL68E,1900MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC037128,,,,,,,http://www.cpu-world.com/sspec/SL/SL68E.html,,,,
Intel,Celeron,SL68F,2000MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC041128,,,,,,,http://www.cpu-world.com/sspec/SL/SL68F.html,,,,
Intel,Celeron,SL68G,1400MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1400256,,,,,,,http://www.cpu-world.com/sspec/SL/SL68G.html,,,,
Intel,Celeron,SL68P,1200MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1200256,,,,,,,http://www.cpu-world.com/sspec/SL/SL68P.html,,,,
Intel,Celeron,SL68V,900MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY900256,,,,,,,http://www.cpu-world.com/sspec/SL/SL68V.html,,,,
Intel,Celeron,SL69W,1500MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC021128,,,,,,,http://www.cpu-world.com/sspec/SL/SL69W.html,,,,
Intel,Celeron,SL69Y,1600MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC025128,,,,,,,http://www.cpu-world.com/sspec/SL/SL69Y.html,,,,
Intel,Celeron,SL69Z,1700MHz,400MHz,128KiB,478-pin FC-PGA2,BX80531P170G128,,,,,,,http://www.cpu-world.com/sspec/SL/SL69Z.html,,,,
Intel,Celeron,SL6A2,1800MHz,400MHz,128KiB,478-pin FC-PGA2,BX80531P180G128,,,,,,,http://www.cpu-world.com/sspec/SL/SL6A2.html,,,,
Intel,Celeron,SL6A3,1900MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC037128,,,,,,,http://www.cpu-world.com/sspec/SL/SL6A3.html,,,,
Intel,Celeron,SL6C5,1500MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY021256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6C5.html,,,,
Intel,Celeron,SL6C6,1400MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1400256,RK80530RY017256,,,,,,http://www.cpu-world.com/sspec/SL/SL6C6.html,,,,
Intel,Celeron,SL6C7,1300MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1300256,RK80530RY013256,,,,,,http://www.cpu-world.com/sspec/SL/SL6C7.html,,,,
Intel,Celeron,SL6C8,1200MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1200256,RK80530RY009256,,,,,,http://www.cpu-world.com/sspec/SL/SL6C8.html,,,,
Intel,Celeron,SL6CA,1100MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1100256,RK80530RY005256,,,,,,http://www.cpu-world.com/sspec/SL/SL6CA.html,,,,
Intel,Celeron,SL6CB,1000MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1000256,RK80530RY001256,,,,,,http://www.cpu-world.com/sspec/SL/SL6CB.html,,,,
Intel,Celeron,SL6E4,1400MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY017256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6E4.html,,,,
Intel,Celeron,SL6HY,2000MHz,400MHz,128KiB,478-pin FC-PGA2,BX80532RC2000B,RK80532RC041128,,,,,,http://www.cpu-world.com/sspec/SL/SL6HY.html,,,,
Intel,Celeron,SL6JQ,1000MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1000256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6JQ.html,,,,
Intel,Celeron,SL6JR,1100MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1100256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6JR.html,,,,
Intel,Celeron,SL6JS,1200MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1200256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6JS.html,,,,
Intel,Celeron,SL6JT,1300MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1300256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6JT.html,,,,
Intel,Celeron,SL6JU,1400MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1400256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6JU.html,,,,
Intel,Celeron,SL6JV,1400MHz,100MHz,256KiB,370-pin FC-PGA2,BX80530F1400256,,,,,,,http://www.cpu-world.com/sspec/SL/SL6JV.html,,,,
Intel,Celeron,SL6K8,1600MHz,400MHz,128KiB,478-pin FC-PGA2,RK80534RC025128,,,,,,,http://www.cpu-world.com/sspec/SL/SL6K8.html,,,,
