Generation,Manufacturer,Name,Model,Proceed,Succeed,Location,Product Line,Family,Type,Date,Num Sold,Price,Clone,CPU Family,,Bits,CPU,CPU part label,Speed,Chip 2,Chip 3,Chip 4,Chip 5,Game medium,Game Count,RAM,Graphics,Ram other,Reference 1,Ref 1 Date,Reference 2,Ref 2 Date,Reference 3,Ref 3 Date,Reference 4,Ref 4 Date,Reference 5,Ref 5 Date,Photo 1 link,Photo 1 Date,Photo 2 link,Photo 2 Date,Photo 3 link,Photo 3 Date,Photo 4 link,Photo 4 Date,Notes
,Dragon Trader,Pegasus AM-106,,,,,Pegasus,,,2020,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Pegasus,01/10/21,,,,,,,,,,,,,,,,,
,Dragon Trader,Pegasus AM-601,,,,Poland,Pegasus,,,2019,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Pegasus,01/10/21,,,,,,,,,,,,,,,,,
,DreamGEAR,Gamer V Portable,,,,,,,Handheld,2015,,,"Famicom, VT02, VT03",,,,,,,,,,,Built-in,220,,,,https://bootleggames.fandom.com/wiki/Gamer_V_Portable,01/10/21,,,,,,,,,,,,,,,,,
,dreamGEAR,Go Gamer Portable,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/DreamGEAR_My_Arcade_Handhelds,01/10/21,,,,,,,,,,,,,,,,,
,DreamGEAR,RetroPlay Controller,,,,US,,,Console,2014-2015 ,,,Famiclone,,,,,,,,,,,Built-in,200,,,,https://bootleggames.fandom.com/wiki/RetroPlay_Controller,01/10/21,,,,,,,,,,,,,,,,,
,Dumont,Videoplay,,,,Italy and Belgium,,Channel F,Console,,,,Clone: Channel F System II (licensed),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Fairchild_Channel_F,01/10/21,http://videogameconsolelibrary.com/pg70-fairchild.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Dynacom,Dynavision II,,,,,,,,1989,,,Clone: Famicom,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,,,,,,,,,,,,,,,,,
,Dynacom,Dynavision Radical,,,,,,,Console,2000,,,Famiclone,,,,,,,,,,,ROM Cartridge,106,,,,https://bootleggames.fandom.com/wiki/Dynavision_Xtreme/Radical,01/10/21,,,,,,,,,,,,,,,,,
,Dynacom,Dynavision Xtream,,,,,,,Console,2004,,,Famiclone,,,,,,,,,,,ROM Cartridge,106,,,,https://bootleggames.fandom.com/wiki/Dynavision_Xtreme/Radical,01/10/21,,,,,,,,,,,,,,,,,
,Dynacom,Handyvision,,,,Brazil,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,Dynacom Megaboy,Megaboy,,,,Brazil,,,Handheld,,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Dynacom Megavision,Megavision,,,,Brazil,,,Console,1992,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Dynavision,Dynavision 1,,,,Brazil,,,Console,,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Edu Juegos,Edu Juegos 2600,,,,Argintina,,,Console,1982,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Eduscho,Tele-Fever,,,,Germany,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Electrolab,"Electrolab Ending Man, Terminator",,,,Argentina,,,,,,,Famicom,,,,,,,,,,,Cartridge ROM,,,,,https://bootleggames.fandom.com/wiki/Terminator,01/10/21,,,,,,,,,,,,,,,,,
,Electrolab,Family Game,,,,,,,,,,,Clone: Famicom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emerson,Channel F,,,,Italy,,Channel F,Console,1978,,,Clone: Channel F,,,,,,,,,,,,,,,,http://videogameconsolelibrary.com/pg70-fairchild.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Fountain,1292 Advanced Programmable Video System,,,,Australia and New Zealand,,1292 APVS,Console,1979,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,,,,,,,,,,,,,,,,,
,Fountain,1392 Advanced Programmable Video System,,,,Australia and New Zealand,,1292 APVS,Console,1979,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,,,,,,,,,,,,,,,,,
,Fountain,Force 2,,,,Australia and New Zealand,,1292 APVS,Console,1979,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,http://www.videogameconsolelibrary.com/pg70-1292_vc4000.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Fugison,2600 TV game,,,,Middle East,,,Console,,,,Atari 2600,,,,,,,,,,,Built-in,256,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Fullwis,FR-II Video Game,,,,,,SG-1000,Console,1986?,,,Clone: Sega SG-1000,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-sg1000.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Fullwis,"Fullwis FRII, Fullwis FR-II Video Game",,,,,,,Console,1983,,,Sega SG 1000,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,FunVision,Computer Video Games System,,,,,,Creativision,Console,,,,Creativision,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-creativision.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Game Link,Super hand game 2010,,,,Italy,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/game_link.htm,01/10/21,,,,,,,,,,,,,,,,,
,GameTech,FamiPachi,,,,,,,Console,,,,Famicom,,,,,,,,,,,,,,,,https://web.archive.org/web/20110206131842/http://nesplayer.com/pirates/index.htm,01/10/21,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,
,GameTech,FC Game Console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GameTech,Neo Fami,,,,,,,Console,2004,,,Clone: Famicom,,,,,Glob Top encapsilation,,,,,,,,,,,http://nejiana.blogspot.com/2010/11/gametechneo-fami.html,01/10/21,https://web.archive.org/web/20110503074913/http://www.nesplayer.com/pirates/neofami.htm,01/10/21,,,,,,,,,,,,,,,
,GameTech,"Pokefami, Pocket Fami, Pocket Famicom",,,,,,,Handheld,2004,,,Clone: NES,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,https://bootleggames.fandom.com/wiki/PocketFami,01/10/21,,,,,,,,,,,,,,,
,GCE,Supergame,,,,Brazil,,,Console,,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Gemini,Game Star,,,,Brazil,,,Console,2001,,,Famiclone,,,,,,,,,,,Built-in,24,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,https://bootleggames.fandom.com/wiki/Game_Star,01/10/21,,,,,,,,,,,,,,,
,Geniecom,Geniecom,,,,Brazil,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,
,Gig,Leonardo,,,,Italy,,,Console,1982,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,
,Goldstar,Goldstar 3DO,,,,,,3DO,Console,1994,,$699.95,Clone: 3DO,ARM60,,,,,,,,,,,,,,,http://www.thegameconsole.com/goldstar-3do-interactive/,01/10/21,,,,,,,,,,,,,,,,,
,Goldstar,Goldstar GDI-700M Desktop CD-Interactive Player,,,,,,CDI,,,,,,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,Goldstar,Goldstar GPi-1200M Portable CD-I player ,,,,,,CDI,,,,,,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,Gradiente,Phantom System,,,,Brazil,,,,1991,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone#List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,,,
,Grandstand,Advanced Programmable Video System,,,,,,1292 APVS,Console,,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,http://www.videogameconsolelibrary.com/pg70-1292_vc4000.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Grandstand,Grandstand color programmable,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Grandstand,Grandstand Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grandstand,Grandstand Programmable Computer ,,,,,,,,,,,Clone: Mark III Game System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grandstand,Grandstand SD-050,,,,,,,,,,,Clone: SD-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grandstand,Grandstand Video Sports Centre,,,,,,,,,,,Supersportics    (PC-501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grandstand,Leisure SG 1000,,,,New Zealand,,,Console,1983,,,Sega SG 1000,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Grandstand,Video Master,,,,Australia,,,Console,,,,Arcadia 2001 (Orbit),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Grundig,Super Play Computer 4000,,,,Germany,,1292 APVS,Console,,,,Clone: 1292 APVS  (Interton VC-4000),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,,,,,,,,,,,,,,,,,
,Grunding,Superplay computer 4000,,,,,,,Console,1980,,,VC 4000,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Guandong Shenzen,16 Bit Game,,,,,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,H.G.S.,"Mr. Altus Tele Brain, Mr. Altus Das Tele-Gehirn Color",,,,Germany,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,
,Hae Tae,"Vistar, Vistar-16",,,,Korea,,PC Engine,Console,,,,PC Engine,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-pc_eng.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Hanimex,Fever 1,,,,,,,,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,Hanimex,Hanimex MPT-03,,,,France,,,Console,,,,Arcadia 2001 (MTP-03),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
2,Hanimex,HMG-1292 Advanced Programmable Video System,HMG 1292,,,Australia and New Zealand,,1292 APVS,Console,,,,Clone: 1292 APVS,2650,,,2650,Signetics 2650AN,,,,,,,,,,,https://the-liberator.net/site-files/retro-games/hardware/Hanimex-HMG-1292/hanimex-hmg-1292.htm,01/10/21,,,,,,,,,,,,,,,,,
,Hanimex,HMG-1392 Advanced Programmable Video System,,,,Australia and New Zealand,,1292 APVS,Console,,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,http://www.videogameconsolelibrary.com/pg70-1292_vc4000.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Hanimex,HMG-2650,,,,"Germany, Canada, Australia",,,Console,,,,Arcadia 2001 (Emerson),,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,Hanimex,HMG-7900,,,,,,,Console,1983,,133euro,"Clone: PC-200, SD-200",,,,NEC D779C 300,,,,,,,,11,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,Hanimex,Home Arcade Center,,,,UK,,,Console,,,,Arcadia 2001 (Emerson),,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,Hanimex,Jeu TV Programmable MPT-02,,,,,,,Console,,,,Clone: Studio II (Rebrand: Conic M-1200),,,,,,,,,,,Built-in + Cartridge,16 (5 Built-in),,,,,,,,,,,,,,,,,,,,,,
,Hanimex,MPT-02,,,,France,,,Console,1979,,,Clone: RCA Studio II,,,,,,,,,,,Built-in + Cartridge,16 (5 Built-in),,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,
,Hanimex,Rameses,HVC 6502,,,,,,Console,,,,Creativision,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg80-creativision.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Hanimex,"SD-050, SD-050-S",,,,,,,Console,,,,Pong (PC-5xx),,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,
,Hanimex,"SD-070, TVG 070C",,,,,,,Console,,,,Pong (SD-070),,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,
,HeartBeat,"HeartBeat Personal Trainer, Catalyst",,,,,,,"Console, Excersise",1993,,,Clone: Sega Genesis,,,,,,,,,,,,,,,,http://videogamekraken.com/heartbeat-personal-trainer-catalyst,01/10/21,,,,,,,,,,,,,,,,,
,Hitex,UFO A-500 II,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://web.archive.org/web/20001014192649/http://www.silicium.org/consoles/ufo.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,Hyperkin,FC Mobile,,,,US,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,Hyperkin,iSport TV Game,,,,,,,Console,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyperkin,RetroN 3,,,,,,,Console,,,$69.99,"Clone: NES, SNES, Genesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyperkin,RetroN 3 HD,,,,,,,Console,2020,,85.99,"Clone: NES, SNES, Genesis",,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/RetroN_3,01/10/21,,,,,,,,,,,,,,,,,
,Hyundai,Comboy,,,,,,,,,,,Clone: NES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyundai,Comboy 64,,,,,,,,,,,Clone: N64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyundai,Super Comboy,,,,,,,,,,,Clone: SNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Impel,Game Master,,,,,Game Master,,,,,,Rebrand: Hartung Game Master,uPD7810,,,,,,,,,,ROM,19,,,,https://en.wikipedia.org/wiki/Game_Master_(console),01/10/21,,,,,,,,,,,,,,,,,
,Ingelen,Telematch Processor,,,,Austria,,Channel F,Console,1978,,,Clone: Channel F,,,,,,,,,,,,,,,,http://videogameconsolelibrary.com/pg70-fairchild.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
3&4,Innex,Retro Duo,,,Super Retro Trio,,,,Handheld,2008?,,$38.99,"Clone: NES, SNES, Sfami",,,8 & 16,,,,,,,,ROM,,,,,https://en.wikipedia.org/wiki/Retro_Duo,01/10/21,https://www.nintendolife.com/news/2009/11/feature_retro_duo_console_review,01/10/21,https://bootleggames.fandom.com/wiki/Retro_Duo,01/10/21,,,,,,,,,,,,,
,Inno-Hit,Home Entertainment Centre Ch-50,,,,Italy,,,Console,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Intec,InterAct,,,,,,,Console,,,,,,,,,,,,,,,,40,,,,https://bootleggames.fandom.com/wiki/InterAct,01/10/21,,,,,,,,,,,,,,,,,
,Intelligent Game,Intelligent Game MPT-03,,,,"US, Canada",,,Console,,,,Arcadia 2001 (MTP-03),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,Intercord,Intercord XL 2000 System,,,,Germany,,,Console,,,,Arcadia 2001 (Emerson),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
2,Interton,"Video Computer 4000, VC 4000",,,,Europe,,1292 APVS,Console,1978,,€153,Clone: 1292 APVS,2650,1,8,2650,Signetics 2650AN,0.887MHz,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,https://thaotoe.wordpress.com/category/all-generation/2nd-generation-video-game-consoles/interton-vc-40001292-advanced-programmable-video-system/,01/10/21,,,,,,,,,,,,,,,
,Intervision,Intervision 2001,,,,"Switzerland, Finland",,,Console,,,,Arcadia 2001 (Ormatu),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,INTV Corp,System III,,,,,,,,,,,Intellivision,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg70-intelli.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,ITMC,ITMC MTP-03,,,,France,,,Console,,,,Arcadia 2001 (MTP-03),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,ITMC,SD-050-s,,,,Europe,,,Console,,,,Pong (PC-5xx),,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,ITMC,SD-290,,,,France,,,Console,1983?,,,"Clone: Exact copy of JouéClub SD-290, clone of Soundic SD-200",,,,NEC D779C 300,,,,,,,,11,,,,https://www.old-computers.com/museum/computer.asp?c=823,01/10/21,,,,,,,,,,,,,,,,,
,ITMC,Telejeu SD-90,,,,Europe,,,Console,,,,Pong (PC-5xx),,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,ITMC,Vidéo Ordinateur MPT-05,,,,France,,1292 APVS,Console,1983,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,,,,,,,,,,,,,,,,,
,ITT,Telematch Processor,,,,Germany,,Channel F,Console,1978,,,Clone: Channel F System II (licensed),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Fairchild_Channel_F,01/10/21,http://videogameconsolelibrary.com/pg70-fairchild.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Jakks pacific,Ultimotion,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamiko,PC Boy,,,,China,,PC Engine,Console,,,,PC Engine,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-pc_eng.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,JouéClub,SD-290,,,,France,,,Console,1983?,,,"Clone: Exact copy of ITMC SD-290, clone of Soundic SD-200",,,,NEC D779C 300,,,,,,,,11,,,,https://www.old-computers.com/museum/computer.asp?st=2&c=824,01/10/21,,,,,,,,,,,,,,,,,
,JungleTac,"Classic Max Lite, Cyber Arcade Center",,,,,,,Handheld,2009,,,Clone: Famicom. VT09,,,,,,,,,,,Built-in,100 or 120,,,,https://bootleggames.fandom.com/wiki/Classic_Max_Lite,01/10/21,,,,,,,,,,,,,,,,,
,JungleTac,Gamespower 50,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,JungleTac,One Station,,,,,,,Handheld,2006,,,"Famiclone, VTxx",CPU in cartridge,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/One_Station,01/10/21,,,,,,,,,,,,,,,,,
,JungleTac,"VG Pocket, VG Pocket 50",VG-2000,,,,,,Handheld,,,,Clone: Famicom (VT09),,,,,,,,,,,Built-in,50,,,,https://bootleggames.fandom.com/wiki/VG_Pocket_50,01/10/21,,,,,,,,,,,,,,,,,
,JVC,V-Saturn,,,,,,,Console,,,,Clone: Sega Saturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JVC,WonderMega RG-M2,,,,,,,Console,1993,,"59,000 yen",,,,,,,,,,,,,,,,,http://www.dcemu.co.uk/vbulletin/threads/183423-WonderMega-JVC-X-Eye-A-History,01/10/21,,,,,,,,,,,,,,,,,
,JVC,WonderMaga,RG-M1,,,,,,Console,,,"79,800 Yen",Clone: Sega Genesis,,,,,,,,,,,,,,,,http://www.dcemu.co.uk/vbulletin/threads/183423-WonderMega-JVC-X-Eye-A-History,01/10/21,,,,,,,,,,,,,,,,,
,JVC,X’Eye,,,,,,,Console,,,$499USD,Clone: Sega Genesis,68000,,,68000,Motorola MC68HC000FN12,,Motorola MC68HC000FN8,Sega 315-5660,Sega 315-5632,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/JVC-Sega-XEYE-Motherboard-BR.jpg,01/10/21,http://www.dcemu.co.uk/vbulletin/threads/183423-WonderMega-JVC-X-Eye-A-History,01/10/21,,,,,,,,,,,,,,,
,Katz Media,Katz Media Player 2000 (KMP 2000),,,,,Pippin,,Console,1997,1k,699,Rebrand: Bandai Pippin,PowerPC,1,,PowerPC 603,,66MHz,Brooktree Bt856KPJ,,,,CD-ROM,,8M,,,https://pippin.fandom.com/wiki/Katz_Media_Player_2000,01/10/21,,,,,,,,,,,,,,,,,
,Katz Media,Pippin,,,,,,,Console,1996,<1k,,Pippin,PowerPC,,32,PowerPC 603,,66MHz,,,,,CD-ROM,100,6M,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://ultimateconsoledatabase.com/others/katz_media_pippin.htm,01/10/21,,,,,,,,,,,,,,,
,KenSingTon,"FC-3000, OneStation Elite",,,,,,,Handheld,,,,"Famiclone, VTxx",CPU in cartridge,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/One_Station,01/10/21,,,,,,,,,,,,,,,,,
,Kingsway 64-in-1,64-in-1,,,,New Zealand,,,Console,,,,Atari 2600,,,,,,,,,,,Built-in,64,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Kongfeng or Gangfen,GB Boy Colour,,,,,,,Handheld,,,,"clone: GB, GB color",,,,,,,,,,,Built-in,,,,,https://bootleggames.fandom.com/wiki/GB_Boy_Colour,01/10/21,,,,,,,,,,,,,,,,,
,Lansay,Lansay 1292,,,,,,1292 APVS,Console,,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,http://www.videogameconsolelibrary.com/pg70-1292_vc4000.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Lansay,Lansay 1392,,,,Europe,,1292 APVS,Console,1979,,,Clone: 1292 APVS,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1292_Advanced_Programmable_Video_System,01/10/21,http://www.videogameconsolelibrary.com/pg70-1292_vc4000.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Leisure Dynamics,Leasure Vision,,,,Canada,,,Console,1982,,,Arcadia 2001 (Emerson),,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Lexibook,Compact Cyber Arcade,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/DreamGEAR_My_Arcade_Handhelds,01/10/21,,,,,,,,,,,,,,,,,
,Luxor,Luxor Programmable game system ,,,,Sweden,,Channel F,Console,1979,,,Clone: Channel F,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,https://en.wikipedia.org/wiki/Fairchild_Channel_F,01/10/21,,,,,,,,,,,,,,,
,Luxor,"TV-Datorspel, Video Entertainment System",,,,Sweden,,Channel F,Console,1978,,,Clone: Channel F System II (licensed),F8,,,,,1.78MHz,,,,,,30,64k,,,https://en.wikipedia.org/wiki/Fairchild_Channel_F,01/10/21,http://videogameconsolelibrary.com/pg70-fairchild.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,Macro Winners,88 Games,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,Magnovox,Jopac N60,,,,France,,,Console+CRT,,,,Clone: Philips Videopac,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Majesco,Game Gear Core System,,,,,,,Handheld,,,,Clone: Sega Gamegear,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Majesco_Entertainment,01/10/21,,,,,,,,,,,,,,,,,
,Majesco,Genesis 3,"VA1, VA2",Sega Master System,,NA,,,Console,1998,,49.95,Clone: Sega Genesis,68000,1,,68000,Sega 315-5960 or Sega 315-6123,7.6MHz,,,,,ROM,,72k,64k,,https://www.segadriven.com/sega-genesis-3/,01/10/21,https://www.retrorgb.com/genesis3.html,01/10/21,,,,,,,,,,,,,,,
,Matra,Matra 3600,,,,Brazil,,,Console,,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,Mattel,See 'n Say Video Phone,,,,,,,Console,1989,,,Clone: Bandi Terebikko,,,,,,,,VHS,,,,,,,,https://en.wikipedia.org/wiki/Terebikko,01/10/21,,,,,,,,,,,,,,,,,
,Media Entertainment System,Little Master,,,,,,,,,,,Clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Media Entertainment System,Mega,,,,,,,,,,,Clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
